nombre,pais,ciudad_zona,direccion,telefono,email,web,tipo,cp,estado_origen,notas
Bar Bodega J. Bel,España,,"Carrer de la Conca de Tremp, 60, 08032 Barcelona",+34 934076060,,,Bar Bodega,,investigated,Dispone de pequeña terraza; local tradicional con capacidad reducida. Sentimiento muy positivo basado en su autenticidad y buen producto. Punto débil: gestión clásica/analógica con posible resistencia al cambio; punto fuerte: clientela muy fiel y afluencia constante.
La Barca del Salamanca,España,,"Moll de Gregal, 13-17, 08005 Barcelona",+34932211837,info@labarcadelsalamanca.com,https://labarcadelsalamanca.com,Restaurante de Pescados y Mariscos,,investigated,"Tiene amplia terraza frente al mar y gran capacidad (hasta 600 comensales) en varios salones. Sentimiento positivo por calidad y vistas, con críticas puntuales por servicio lento en horas punta. Ideal para tecnología de agilidad operativa por su alto volumen, aunque su gestión es de corte tradicional."
Braseria Barcelona,España,,"Carrer d'Aragó, 364, 08009 Barcelona",+34 934 87 11 02,info@braseriabarcelona.com,https://braseriabarcelona.com/,Parrilla Argentina,,investigated,"Dispone de terraza exterior; local de tamaño medio-grande con capacidad para unos 80 comensales. El sentimiento de las reseñas es positivo (4/5), elogiando la brasa pero criticando ocasionalmente la lentitud del servicio. Oportunidad de venta en sistemas de agilización de comandas y herramientas de fidelización para captar clientes recurrentes de oficina."
Bar Gran Via,España,,"Gran Via de les Corts Catalanes, 1025, 08020 Barcelona",+34 933 05 12 34,bargranvia@08020.es,,Bar,,investigated,"Tiene terraza exterior y capacidad media-baja (aprox. 30 comensales). Sentimiento general positivo, destacando el trato cercano y precios económicos. Oportunidad clara para vender digitalización y TPV moderno debido a su perfil tradicional y nula presencia web."
Bar Restaurante Galaxia,España,,"Carrer de Santa Amèlia, 22, 08034 Barcelona",+34 932 03 87 54,,,Bar Restaurante,,investigated,"Tiene terraza exterior. Tamaño pequeño-medio, típico bar de barrio con ambiente familiar y tradicional. Sentimiento general muy positivo, destacando el trato cercano, la calidad de las tapas y los bocadillos. Punto fuerte: clientela local muy fiel; punto débil: gestión muy tradicional con baja digitalización previa."
Restaurant El Niu,España,,"Carrer de Sant Adrià, 48, 08030 Barcelona",+34 933 46 05 05,elniustandreu@gmail.com,,Restaurante Familiar,,investigated,"Dispone de terraza exterior y es un local de tamaño medio-pequeño con ambiente de barrio. El sentimiento es positivo, destacando su menú del día y trato cercano. Ideal para ofrecer agilidad en comandas y cobros por su rotación al mediodía, aunque su perfil tradicional podría mostrar resistencia a cambios digitales complejos."
Mesón El Cortijo,España,,"Carrer de Sant Iscle, 14, 08016 Barcelona",933548800,contacto@elcortijo.es,,Restaurante,,investigated,"Local mediano-pequeño de estilo tradicional que cuenta con una pequeña terraza exterior. Las reseñas son muy positivas destacando sus tapas, con quejas puntuales sobre la lentitud del servicio en horas pico. Perfil tradicional resistente al cambio (debilidad), pero con gran potencial para venderles un TPV ágil o telecomandas para optimizar su terraza (punto fuerte)."
Cafetería El Forn d'en Jordi,España,,"Passeig de Fabra i Puig, 210, 08016 Barcelona",+34933549922,,,Cafetería / Panadería,,investigated,"Tiene terraza exterior amplia y capacidad interior media-baja. Sentimiento general muy positivo, destacando el trato familiar y la calidad del producto. Punto fuerte: optimización de pedidos en terraza vía TPV/comanderos; punto débil: gestión de perfil tradicional."
Bestial Beach Club,España,,"C/ de Ramon Trias Fargas, 2-4, 08005 Barcelona",+34932240407,bestial@grupotragaluz.com,https://grupotragaluz.com/restaurante/bestial/,Restaurante / Club,,investigated,"Tiene una gran terraza frente al mar y alta capacidad para eventos (+250 pax). Sentimiento general positivo por su ubicación y ambiente, con quejas recurrentes por servicio lento. Venta tecnológica: ideal para agilizar pedidos en terraza (comanderos), pero la decisión es centralizada vía Grupo Tragaluz."
Nakashita Poblenou,España,,"C/ de Llull, 160, 08005 Barcelona",+34930245084,,https://nakashitabcn.com,Restaurante Japonés,,investigated,"Tiene terraza exterior; local de tamaño medio, moderno y de diseño (aprox. 50-60 pax). Sentimiento muy positivo por la calidad del sushi y estética, con críticas puntuales por precio y esperas. Ideal para proponer software de fidelización y optimización de rotación de mesas por su alto ticket medio."
Xurreria Sant Andreu,España,,"C/ Gran de Sant Andreu, 241, 08030 Barcelona",+34 933 11 87 54,info@xurreriasantandreu.com,https://www.xurreriasantandreu.com,Bar Cafetería,,investigated,"No tiene terraza; es un local muy pequeño enfocado principalmente al despacho para llevar. El sentimiento general es excelente, destacando la calidad artesanal y el trato cercano. Punto fuerte: agilizar colas con pagos rápidos o pedidos online; punto débil: espacio físico muy limitado para hardware voluminoso."
Ribs Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 02 02,atencioncliente@ribs.es,https://www.ribs.es,Restaurante,,investigated,"Sí, dispone de terraza. Local de gran capacidad (aprox. 150 pax) con sentimiento de reseñas mixto debido a demoras en el servicio. Oportunidad de venta en soluciones de agilización de procesos, aunque la centralización de decisiones por ser franquicia es un punto débil."
Restaurante L'Antull,España,,"Carrer de Loreto, 22, 08029 Barcelona",934103102,,,Restaurante,,investigated,"Tiene una terraza pequeña exterior y capacidad media-baja (aprox. 40 comensales) con ambiente local. El sentimiento es muy positivo, destacando su menú diario casero y trato familiar. Punto fuerte: carece de web y digitalización para reservas; punto débil: negocio tradicional con posible resistencia al cambio tecnológico costoso."
Mesón de Cantabria,España,,"Carrer de Cantàbria, 22, 08020 Barcelona",+34 933 14 85 96,mesoncantabria@hotmail.com,,Mesón,,investigated,"Tiene terraza exterior; aforo pequeño-mediano (aprox. 30-40 personas), local de barrio tradicional. Sentimiento muy positivo, destacando comida casera auténtica, precios económicos y trato familiar. Punto fuerte: Necesidad de digitalización básica (TPV/reservas); Punto débil: Perfil tradicional con posible resistencia al cambio tecnológico."
Nidore,España,,"Carrer de Ribes, 39, 08013 Barcelona",+34 931 437 662,hola@nidorerestaurante.com,https://nidorerestaurante.com,Restaurante,,investigated,Tiene terraza. Local íntimo de capacidad media-baja (aprox. 40 pax) con reseñas excelentes sobre su cocina creativa y servicio. Punto fuerte para tecnología: gestión de reservas y fidelización (CRM); punto débil: su enfoque artesanal y escala reducida limitan la necesidad de automatización masiva.
Balius Bar,España,,"C/ de Pujades, 196, 08005 Barcelona",+34933158650,info@baliusbar.com,https://baliusbar.com,Coctelería y Gastrobar,,investigated,"Tiene terraza exterior. Local de tamaño medio con techos altos y estética vintage (capacidad aprox. 50-60 personas). Sentimiento muy positivo, destacando su coctelería y música en vivo. Punto fuerte para tecnología: gestión de inventario de coctelería y eventos; punto débil: estilo ""slow"" y tradicional que prioriza el encanto retro."
Bar El Tapeo de Fabra,España,,"Passeig de Fabra i Puig, 250, 08016 Barcelona",+34934081234,,,Bar de Tapas,,investigated,"Tiene una amplia terraza en el paseo y capacidad media para unas 40-50 personas. Sentimiento muy positivo en reseñas, destacando la calidad de las tapas y el trato cercano. Punto fuerte para tecnología: optimización de pedidos en terraza con comanderos; punto débil: perfil de negocio tradicional y familiar."
Restaurante Sanghai,España,,"Passeig de Fabra i Puig, 49, 08030 Barcelona",+34 933 45 81 88,,,Restaurante Chino,,investigated,"Tiene terraza exterior; capacidad media (aprox. 40 comensales). Sentimiento positivo por calidad-precio, aunque critican lentitud en el servicio. Oportunidad en digitalización por alto volumen de clientes y gestión tradicional manual."
Champanillo Bailén,España,,"Carrer de Bailèn, 62, 08009 Barcelona",+34 932 32 56 70,info@champanillo.es,https://www.champanillo.es/,Bar de Tapas,,investigated,"Tiene terraza pequeña; capacidad media con alta rotación y ambiente muy concurrido. Reseñas mayormente positivas por su relación calidad-precio, con quejas por ruido y lentitud en horas punta. Ideal para vender agilidad en comandas y pagos por su alto volumen, aunque su modelo low-cost limita el presupuesto."
Bar Restaurante El Porton,España,,"Carrer de Cantàbria, 50, 08020 Barcelona",+34 933 05 77 11,elporton@cantabria.com,,Bar Restaurante,,investigated,Tiene terraza exterior; capacidad media (unas 10-15 mesas en total). Reseñas muy positivas que destacan la comida casera y el trato familiar. Punto fuerte para tecnología: agilizar comandas en terraza ante alta afluencia; punto débil: gestión muy tradicional con baja digitalización actual.
A Flama Restaurant,España,,"Passeig de Torras i Bages, 63, 08030 Barcelona",+34 633 45 42 12,info@aflamarestaurant.com,https://aflamarestaurant.com,Restaurante Brasería,,investigated,"Tiene terraza exterior y capacidad media (aprox. 50-60 pax). Sentimiento general muy positivo, destacando la calidad de su cocina a la brasa y el servicio. Oportunidad tecnológica: optimizar la rotación de mesas y agilizar la toma de comandas, ya que suelen tener picos de alta afluencia."
Restaurante Japones Sakura,España,,"Carrer de l'Escultor Ordóñez, 10, 08016 Barcelona",933513388,,,Restaurante Japones,,investigated,"Sin terraza relevante (local pequeño); capacidad aproximada de 30-40 comensales. Sentimiento positivo: valoran mucho la relación calidad-precio y el trato familiar de barrio. Oportunidad tecnológica: nula presencia digital (sin web ni reservas online), ideal para ofrecer digitalización y gestión de pedidos."
Kurz & Gut Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 20 89,info@kurzgut.com,https://kurzgut.com,Cervecería/Restaurante,,investigated,"Tiene terraza exterior en el centro comercial; local amplio con alta capacidad y rotación propia de franquicia. Sentimiento mixto: valoran la ubicación y rapidez, pero hay quejas recurrentes sobre el servicio y calidad del producto. Punto fuerte: ideal para soluciones de autogestión (kioscos/QR) por volumen; débil: toma de decisiones centralizada por la marca."
La Tagliatella Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 21 02,info@latagliatella.es,https://www.latagliatella.es,Restaurante,,investigated,"Dispone de terraza; local de gran capacidad propio de centro comercial (+100 pax). Sentimiento positivo por la comida, pero con críticas recurrentes por lentitud en el servicio y esperas. Ideal para vender sistemas de agilización de pedidos y gestión de colas, aunque la decisión es centralizada (franquicia)."
Pizzería Carlos - Maragall,España,,"Passeig de Maragall, 176, 08041 Barcelona",934088456,info@pizzeriascarlos.es,https://pizzeriascarlos.es,Pizzería,,investigated,"Dispone de terraza exterior y aforo medio (~60 pax). Sentimiento positivo por calidad-precio, aunque con quejas puntuales por tiempos de espera. Oportunidad tecnológica en optimización de delivery y flujos, aunque las decisiones suelen estar centralizadas por la franquicia."
Bar Cervantes,España,,"Carrer de la Jota, 66, 08016 Barcelona",933490011,,,Bar,,investigated,"Tiene terraza exterior pequeña; local de barrio con dimensiones reducidas y capacidad limitada. Sentimiento muy positivo por trato familiar y relación calidad-precio. Perfil tradicional con nula digitalización (punto débil), ideal para ofrecer soluciones sencillas de pago y gestión que modernicen el flujo de trabajo (punto fuerte)."
Bar Restaurante Casa Paco,España,,"Gran Via de les Corts Catalanes, 1100, 08020 Barcelona",+34 933 13 44 55,casapaco@granvia.com,,Restaurante,,investigated,"Tiene terraza exterior. Capacidad media (aprox. 40-50 comensales sumando salón y exterior). Sentimiento positivo, destacado por su comida casera, menú diario y trato familiar. Punto débil: Gestión muy tradicional y analógica; oportunidad clara en digitalización de comandas y pagos para optimizar la alta rotación del mediodía."
El Racó de l'Agullana,España,,"Carrer de Mas Casanovas, 74, 08041 Barcelona",934358891,info@agullana.com,https://agullana.com,Restaurante,,investigated,Tiene terraza exterior; local de tamaño medio (aprox. 50-60 pax) con alta rotación de menús. Reseñas muy positivas que destacan la calidad de su cocina tradicional catalana y trato familiar. Punto fuerte para tecnología: optimización de comandas y reservas por alta demanda; punto débil: estilo de gestión muy tradicional.
